id_mesure,date,batiment,type_batiment,zone,temperature,humidite,co2,occupation,consommation_kwh,mode_climatisation,etat_systeme,jour_semaine,alerte
1356,2025-03-30 18:00:00.000000,b8,entrepôt,d,24.1,62.1,823.0,40.0,141.9,eco,alerte,dimanche,non
1078,2025-01-20 06:00:00.000000,b7,bureau,d,21.6,70.6,545.0,54.0,172.4,,normal,lundi,non
1400,2025-04-10 18:00:00.000000,b8,entrepôt,a,24.9,58.1,884.0,30.0,137.6,eco,normal,jeudi,non
1105,2025-01-27 00:00:00.000000,b8,entrepôt,c,20.1,49.8,487.0,50.0,120.4,normal,normal,lundi,non
1204,2025-02-20 18:00:00.000000,b1,bureau,c,23.843762781186093,55.3,1030.0,59.0,183.5,normal,normal,jeudi,oui
1383,2025-04-06 12:00:00.000000,b8,entrepôt,d,22.1,71.9,731.0,23.0,80.4,eco,normal,dimanche,non
1491,2025-05-03 12:00:00.000000,b4,bureau,a,27.5,82.2,366.0,0.0,129.3,normal,normal,samedi,non
1070,2025-01-18 06:00:00.000000,b1,bureau,a,23.0,74.7,669.0,60.0,156.7,normal,alerte,samedi,non
1410,2025-04-13 06:00:00.000000,b1,bureau,b,27.4,79.3,680.0,16.0,217.0,boost,normal,dimanche,non
1256,2025-03-05 18:00:00.000000,b1,bureau,d,27.8,45.0,1175.0,25.0,169.9,normal,alerte,mercredi,oui
1394,2025-04-09 06:00:00.000000,b4,bureau,b,23.9,74.7,430.0,43.0,185.0,boost,normal,mercredi,non
1313,2025-03-20 00:00:00.000000,b6,université,b,27.3,43.1,685.0,32.0,202.2,boost,normal,jeudi,non
1235,2025-02-28 12:00:00.000000,b1,bureau,d,23.7,56.5,1071.0,47.0,133.2,normal,normal,vendredi,oui
1462,2025-04-26 06:00:00.000000,b5,centre commercial,d,14.6,75.2,602.0,34.0,125.8,normal,normal,samedi,non
1325,2025-03-23 00:00:00.000000,b2,école,d,23.4,42.8,351.0,66.0,175.0,normal,normal,dimanche,non
1094,2025-01-24 06:00:00.000000,b1,bureau,d,25.2,74.2,903.0,22.0,122.1,normal,normal,vendredi,oui
1138,2025-02-04 06:00:00.000000,b8,entrepôt,b,22.0,54.2,1102.0,47.0,233.7,boost,normal,mardi,oui
1177,2025-02-14 00:00:00.000000,b8,entrepôt,a,21.1,53.9,795.0,78.0,188.2,normal,normal,vendredi,non
1403,2025-04-11 12:00:00.000000,b7,bureau,b,16.0,61.0,445.0,73.0,189.1,boost,normal,vendredi,non
1132,2025-02-02 18:00:00.000000,b8,entrepôt,b,24.8,52.7,394.0,48.0,167.5,normal,normal,dimanche,non
1347,2025-03-28 12:00:00.000000,b2,école,a,20.4,67.5,552.0,52.0,150.5,eco,normal,vendredi,non
1366,2025-04-02 06:00:00.000000,b6,université,d,22.4,63.7,876.0,61.0,173.5,normal,normal,mercredi,oui
1133,2025-02-03 00:00:00.000000,b4,bureau,c,22.0,61.2,898.0,50.0,158.4,normal,normal,lundi,non
1372,2025-04-03 18:00:00.000000,b8,entrepôt,a,25.4,50.9,1070.0,53.0,154.6,eco,normal,jeudi,oui
1483,2025-05-01 12:00:00.000000,b2,école,b,27.0,39.9,717.0,62.0,217.0,normal,normal,jeudi,non
1438,2025-04-20 06:00:00.000000,b6,université,a,22.2,73.8,1091.0,34.0,108.1,normal,alerte,dimanche,oui
1413,2025-04-14 00:00:00.000000,b7,bureau,d,25.5,63.9,712.0,29.0,141.5,eco,normal,lundi,non
1087,2025-01-22 12:00:00.000000,b6,université,a,24.8,54.2,902.0,0.0,103.9,normal,normal,mercredi,non
1076,2025-01-19 18:00:00.000000,b6,université,a,25.1,74.4,854.0,88.0,244.6,normal,normal,dimanche,non
1445,2025-04-22 00:00:00.000000,b5,centre commercial,b,24.0,53.7,407.0,7.0,69.8,eco,normal,mardi,non
1016,2025-01-04 18:00:00.000000,b6,université,b,26.9,57.4,670.0,28.0,175.9,normal,normal,samedi,non
1333,2025-03-25 00:00:00.000000,b6,université,c,24.9,39.2,936.0,101.0,231.7,eco,normal,mardi,non
1391,2025-04-08 12:00:00.000000,b4,bureau,b,24.0,63.7,995.0,58.0,200.8,normal,normal,mardi,oui
1020,2025-01-05 18:00:00.000000,b7,bureau,d,22.3,61.1,940.0,73.0,175.0,eco,normal,dimanche,oui
1326,2025-03-04 13:26:03.346613,b6,université,b,22.2,57.4,346.0,52.0,171.9,eco,normal,,non
1336,2025-03-25 18:00:00.000000,b1,bureau,b,28.6,50.3,1005.0,76.0,247.7,eco,normal,mardi,oui
1057,2025-01-15 00:00:00.000000,b4,bureau,a,24.8,65.4,877.0,93.0,234.5,eco,normal,mercredi,non
1439,2025-04-20 12:00:00.000000,b2,école,c,23.5,59.2,807.0,48.0,142.0,,alerte,dimanche,non
1411,2025-04-13 12:00:00.000000,b2,école,b,21.8,64.2,448.0,34.0,124.6,eco,normal,dimanche,non
1335,2025-03-25 12:00:00.000000,b8,entrepôt,c,22.5,47.9,314.0,55.0,148.4,eco,normal,mardi,non
1182,2025-02-15 06:00:00.000000,b3,hôpital,a,25.5,78.6,820.0,2.0,128.4,boost,normal,samedi,non
1228,2025-02-26 18:00:00.000000,b8,entrepôt,a,24.0,48.4,793.0,89.0,236.2,normal,normal,mercredi,non
1429,2025-04-18 00:00:00.000000,b7,bureau,b,27.2,73.4,1106.0,73.0,215.1,normal,normal,vendredi,oui
1181,2025-02-15 00:00:00.000000,b6,université,a,23.843762781186093,86.5,874.0,115.0,241.5,normal,normal,samedi,non
1026,2025-01-07 06:00:00.000000,b6,bureau,a,23.0,74.3,952.0,89.0,247.6,normal,normal,mardi,oui
1495,2025-05-04 12:00:00.000000,b4,bureau,d,25.5,62.4,861.0,90.0,278.8,boost,normal,dimanche,non
1239,2025-03-01 12:00:00.000000,b4,bureau,a,21.0,46.2,1091.0,18.0,91.2,normal,normal,samedi,oui
1245,2025-03-03 00:00:00.000000,b3,hôpital,b,25.4,50.4,798.0,57.0,168.0,eco,normal,lundi,non
1251,2025-03-04 12:00:00.000000,b6,université,a,26.5,57.4,492.0,44.0,218.2,boost,normal,mardi,non
1430,2025-04-18 06:00:00.000000,b1,bureau,c,27.7,46.8,89.0,79.0,223.6,eco,alerte,vendredi,non
1043,2025-01-11 12:00:00.000000,b2,école,a,24.8,56.9,308.0,50.0,161.9,eco,normal,samedi,non
1323,2025-03-22 12:00:00.000000,b4,bureau,c,23.0,23.7,830.0,77.0,212.6,normal,normal,samedi,non
1348,2025-03-28 18:00:00.000000,b5,centre commercial,d,22.8,60.2,920.0,44.0,144.1,boost,alerte,vendredi,non
1183,2025-02-15 12:00:00.000000,b1,bureau,b,22.3,52.1,888.0,27.0,99.1,normal,normal,samedi,oui
1156,2025-02-08 18:00:00.000000,b1,bureau,a,23.843762781186093,57.4,941.0,37.0,149.8,eco,normal,samedi,oui
1281,2025-03-12 00:00:00.000000,b3,hôpital,a,24.3,47.0,528.0,60.0,179.3,normal,normal,mercredi,non
1127,2025-02-01 12:00:00.000000,b8,entrepôt,b,19.4,43.2,810.0,68.0,208.8,boost,normal,samedi,non
1330,2025-03-24 06:00:00.000000,b1,bureau,d,25.0,79.0,709.0,54.0,174.3,eco,normal,lundi,non
1032,2025-01-08 18:00:00.000000,b1,bureau,a,21.8,53.7,1135.0,28.0,121.4,normal,alerte,mercredi,oui
1114,2025-01-29 06:00:00.000000,b4,bureau,c,18.3,71.9,564.0,84.0,205.3,normal,normal,mercredi,non
1149,2025-02-07 00:00:00.000000,b5,centre commercial,c,23.0,55.0,888.0,25.0,100.7,normal,normal,vendredi,non
1432,2025-04-18 18:00:00.000000,b1,bureau,a,25.7,68.9,1066.0,29.0,144.8,normal,normal,vendredi,oui
1339,2025-03-26 12:00:00.000000,b5,centre commercial,b,18.0,59.7,609.0,0.0,40.1,normal,normal,mercredi,non
1058,2025-01-15 06:00:00.000000,b5,centre commercial,c,23.4,58.2,795.0,26.0,129.5,normal,normal,mercredi,non
1195,2025-02-18 12:00:00.000000,b3,hôpital,b,26.6,41.2,460.0,98.0,280.4,normal,normal,mardi,non
1025,2025-01-07 00:00:00.000000,b6,université,d,19.0,42.2,836.0,13.0,107.0,normal,normal,mardi,non
1018,2025-01-05 06:00:00.000000,b8,entrepôt,c,19.2,64.6,899.0,51.0,155.4,normal,normal,dimanche,oui
1299,2025-03-16 12:00:00.000000,b4,bureau,d,24.0,57.7,985.0,56.0,180.6,normal,normal,dimanche,oui
1067,2025-01-17 12:00:00.000000,b3,hôpital,c,24.9,58.3,680.0,74.0,200.3,normal,normal,vendredi,non
1212,2025-02-22 18:00:00.000000,b1,bureau,a,23.843762781186093,57.4,1390.0,45.0,145.6,normal,normal,samedi,oui
1406,2025-04-12 06:00:00.000000,b6,université,d,22.2,74.7,632.0,63.0,208.1,normal,normal,samedi,non
1095,2025-01-24 12:00:00.000000,b8,entrepôt,b,16.3,59.9,1106.0,55.0,168.6,normal,normal,vendredi,oui
1155,2025-02-08 12:00:00.000000,b6,université,a,19.2,77.6,467.0,43.0,156.4,boost,normal,samedi,non
1443,2025-04-21 12:00:00.000000,b5,centre commercial,a,23.3,64.9,1028.0,45.0,157.3,eco,normal,lundi,oui
1024,2025-01-06 18:00:00.000000,b1,bureau,d,25.5,61.5,852.0,61.0,217.8,normal,alerte,lundi,non
1226,2025-02-26 06:00:00.000000,b1,bureau,b,26.2,51.1,274.0,69.0,247.7,boost,normal,mercredi,non
1435,2025-04-19 12:00:00.000000,b5,centre commercial,a,23.0,54.4,558.0,0.0,51.7,normal,normal,samedi,non
1449,2025-04-23 00:00:00.000000,b2,école,a,25.0,59.8,496.0,39.0,122.7,eco,normal,mercredi,non
1006,2025-01-02 06:00:00.000000,b3,hôpital,b,25.2,74.8,815.0,59.0,171.5,normal,panne,jeudi,non
1117,2025-01-30 00:00:00.000000,b5,centre commercial,d,28.1,64.2,1123.0,27.0,163.0,normal,normal,jeudi,oui
1046,2025-01-12 06:00:00.000000,b2,école,b,21.0,59.4,894.0,33.0,170.7987951807229,normal,normal,dimanche,non
1017,2025-01-05 00:00:00.000000,b3,hôpital,c,21.7,52.0,1138.0,56.0,126.0,eco,normal,dimanche,oui
1470,2025-04-28 06:00:00.000000,b2,école,a,28.4,55.6,574.0,47.0,180.0,normal,normal,lundi,non
1361,2025-04-01 00:00:00.000000,b3,hôpital,d,34.2,60.9,828.0,41.0,270.3,normal,normal,mardi,non
1004,2025-01-01 18:00:00.000000,b1,,b,26.1,51.2,863.0,11.0,94.6,eco,normal,mercredi,non
1407,2025-04-12 12:00:00.000000,b5,centre commercial,d,22.7,50.5,547.0,4.0,65.7,normal,normal,samedi,non
1186,2025-02-16 06:00:00.000000,b8,entrepôt,b,24.9,57.4,787.5,18.0,123.5,normal,normal,dimanche,non
1061,2025-01-16 00:00:00.000000,b5,centre commercial,d,23.843762781186093,50.5,393.0,62.0,196.6,normal,alerte,jeudi,non
1111,2025-01-28 12:00:00.000000,b7,bureau,d,22.3,57.4,897.0,67.0,229.3,boost,normal,mardi,non
1322,2025-03-22 06:00:00.000000,b7,bureau,b,20.0,71.8,820.0,45.0,101.9,normal,normal,samedi,non
1266,2025-03-08 06:00:00.000000,b1,bureau,d,23.0,75.2,671.0,43.0,157.9,eco,normal,samedi,non
1030,2025-01-08 06:00:00.000000,b4,bureau,d,25.1,44.7,870.0,49.0,221.6,boost,normal,mercredi,non
1263,2025-03-07 12:00:00.000000,b1,bureau,d,22.8,54.9,702.0,44.0,141.6,eco,normal,vendredi,non
1480,2025-04-30 18:00:00.000000,b1,bureau,d,23.843762781186093,57.5,936.0,26.0,100.6,eco,normal,mercredi,oui
1027,2025-01-07 12:00:00.000000,b8,entrepôt,a,24.3,51.0,1035.0,61.0,194.4,eco,normal,mardi,oui
1008,2025-01-02 18:00:00.000000,b5,centre commercial,a,25.5,57.4,563.0,69.0,236.0,,normal,jeudi,non
1476,2025-04-29 18:00:00.000000,b3,hôpital,a,24.4,48.3,666.0,12.0,142.8,normal,normal,mardi,non
1109,2025-01-28 00:00:00.000000,b5,centre commercial,b,19.9,49.1,911.0,47.0,151.6,normal,normal,mardi,non
1038,2025-01-10 06:00:00.000000,b6,université,c,23.4,64.4,775.0,43.0,194.1,boost,normal,vendredi,non
1158,2025-02-09 06:00:00.000000,b2,école,b,24.6,50.5,976.0,55.0,186.5,eco,normal,dimanche,oui
1474,2025-04-29 06:00:00.000000,b5,centre commercial,b,25.3,61.3,679.0,0.0,126.0,normal,panne,mardi,non
1119,2025-01-30 12:00:00.000000,b3,hôpital,d,22.0,43.8,745.0,38.0,131.9,eco,alerte,jeudi,non
1115,2025-01-29 12:00:00.000000,b5,centre commercial,a,25.6,70.6,807.0,51.0,196.3,normal,normal,mercredi,oui
1176,2025-02-13 18:00:00.000000,b8,entrepôt,d,23.9,52.6,556.0,21.0,115.3,normal,normal,jeudi,non
1193,2025-02-18 00:00:00.000000,b7,bureau,a,25.2,61.4,646.0,60.0,224.8,normal,normal,mardi,non
1273,2025-03-10 00:00:00.000000,b4,bureau,b,26.0,77.9,573.0,72.0,209.7,normal,normal,lundi,non
1145,2025-02-06 00:00:00.000000,b1,bureau,d,29.2,46.3,527.0,47.0,187.0,normal,normal,jeudi,non
1374,2025-04-04 06:00:00.000000,b3,hôpital,b,26.1,54.0,485.0,84.0,279.9,normal,normal,vendredi,non
1385,2025-03-04 13:26:03.346613,b7,bureau,b,24.9,38.8,1029.0,17.0,124.8,eco,normal,,non
1357,2025-03-31 00:00:00.000000,b1,bureau,b,29.6,62.3,1031.0,0.0,202.6,boost,normal,lundi,oui
1278,2025-03-11 06:00:00.000000,b2,école,a,26.0,51.6,566.0,40.0,168.5,normal,normal,mardi,non
1221,2025-02-25 00:00:00.000000,b8,entrepôt,d,23.843762781186093,48.5,711.0,34.0,115.0,normal,normal,mardi,non
1452,2025-04-23 18:00:00.000000,b8,entrepôt,b,23.7,21.5,541.0,52.0,183.1,boost,normal,mercredi,non
1142,2025-02-05 06:00:00.000000,b3,hôpital,d,28.4,55.8,1202.0,32.0,243.3,boost,normal,mercredi,oui
1370,2025-04-03 06:00:00.000000,b1,bureau,d,24.0,62.6,654.0,0.0,106.5,normal,normal,jeudi,non
1068,2025-01-17 18:00:00.000000,b7,bureau,c,30.5,86.3,732.0,116.0,336.2,eco,normal,vendredi,non
1362,2025-04-01 06:00:00.000000,b7,bureau,a,26.7,48.2,552.0,28.0,193.6,boost,normal,mardi,non
1169,2025-02-12 00:00:00.000000,b8,entrepôt,a,25.9,65.4,763.0,51.0,176.2,eco,normal,mercredi,non
1381,2025-04-06 00:00:00.000000,b8,entrepôt,a,19.7,43.5,770.0,73.0,205.1,boost,normal,dimanche,non
1419,2025-04-15 12:00:00.000000,b1,bureau,c,22.0,50.0,969.0,23.0,84.7,eco,normal,mardi,non
1194,2025-02-18 06:00:00.000000,b2,école,d,23.5,62.0,753.0,36.0,154.1,normal,normal,mardi,non
1250,2025-03-04 06:00:00.000000,b2,école,a,24.5,47.5,1040.0,19.0,144.2,normal,normal,mardi,oui
1110,2025-01-28 06:00:00.000000,b2,école,d,22.6,71.7,929.0,65.0,198.4,boost,normal,mardi,oui
1422,2025-04-16 06:00:00.000000,b2,école,b,19.9,64.8,855.0,36.0,162.7,boost,normal,mercredi,oui
1146,2025-02-06 06:00:00.000000,b7,bureau,c,32.2,53.8,621.0,103.0,170.7987951807229,normal,normal,jeudi,non
1093,2025-01-24 00:00:00.000000,b1,bureau,a,23.2,50.0,289.0,0.0,117.2,boost,normal,vendredi,non
1153,2025-02-08 00:00:00.000000,b5,centre commercial,b,25.9,55.9,822.0,53.0,240.3,boost,normal,samedi,non
1223,2025-02-25 12:00:00.000000,b5,centre commercial,b,23.3,84.4,1066.0,60.0,157.3,eco,normal,mardi,oui
1305,2025-03-18 00:00:00.000000,b1,bureau,b,21.6,59.0,422.0,56.0,154.8,eco,normal,mardi,non
1084,2025-01-21 18:00:00.000000,b2,école,a,24.6,56.1,439.0,40.0,206.3,boost,normal,mardi,non
1249,2025-03-04 00:00:00.000000,b2,école,a,24.9,60.9,696.0,22.0,172.7,boost,normal,mardi,non
1166,2025-02-11 06:00:00.000000,b2,école,c,23.4,68.6,1125.0,63.0,208.2,normal,normal,mardi,oui
1164,2025-02-10 18:00:00.000000,b3,hôpital,c,22.8,69.4,653.0,48.0,185.6,boost,normal,lundi,non
1200,2025-02-19 18:00:00.000000,b1,bureau,c,22.5,40.5,974.0,45.0,190.1,normal,normal,mercredi,oui
1232,2025-02-27 18:00:00.000000,b4,bureau,d,26.2,30.0,693.0,43.0,205.6,normal,normal,jeudi,non
1075,2025-01-19 12:00:00.000000,b7,bureau,c,23.8,55.2,726.0,9.0,136.5,normal,normal,dimanche,non
1312,2025-03-19 18:00:00.000000,b3,hôpital,c,27.4,49.1,784.0,26.0,180.7,normal,normal,mercredi,non
1457,2025-04-25 00:00:00.000000,b1,bureau,c,25.6,40.3,525.0,21.0,104.3,normal,normal,vendredi,non
1254,2025-03-05 06:00:00.000000,b1,bureau,c,16.8,75.6,847.0,37.0,171.2,boost,normal,mercredi,oui
1120,2025-01-30 18:00:00.000000,b1,bureau,b,25.7,65.4,1146.0,32.0,150.9,eco,normal,jeudi,oui
1285,2025-03-13 00:00:00.000000,b1,bureau,d,29.5,75.4,712.0,55.0,230.9,boost,normal,jeudi,non
1303,2025-03-17 12:00:00.000000,b5,centre commercial,b,20.5,81.0,892.0,69.0,166.7,normal,normal,lundi,non
1485,2025-05-02 00:00:00.000000,b5,centre commercial,d,23.1,58.3,763.0,33.0,128.2,normal,normal,vendredi,non
1358,2025-03-31 06:00:00.000000,b1,bureau,a,23.7,50.7,461.0,40.0,129.8,eco,normal,lundi,non
1405,2025-04-12 00:00:00.000000,b8,entrepôt,b,21.3,48.9,1066.0,0.0,59.4,normal,alerte,samedi,oui
1229,2025-02-27 00:00:00.000000,b5,centre commercial,b,23.843762781186093,25.2,577.0,23.0,143.6,boost,alerte,jeudi,non
1262,2025-03-07 06:00:00.000000,b2,école,b,25.7,35.3,895.0,26.0,158.5,normal,normal,vendredi,non
1238,2025-03-01 06:00:00.000000,b2,école,c,19.2,66.4,1282.0,25.0,92.3,normal,normal,samedi,oui
1427,2025-04-17 12:00:00.000000,b7,bureau,b,25.8,38.2,952.0,2.0,106.1,normal,normal,jeudi,non
1478,2025-04-30 06:00:00.000000,b5,centre commercial,b,23.6,62.5,763.0,15.0,110.1,eco,normal,mercredi,non
1037,2025-01-10 00:00:00.000000,b7,bureau,c,28.3,61.9,764.0,48.0,170.7987951807229,normal,normal,vendredi,non
