id_mesure,date,batiment,type_batiment,zone,temperature,humidite,co2,occupation,consommation_kwh,mode_climatisation,etat_systeme,jour_semaine,alerte
1094,2025-01-24 06:00:00,B1,Bureau,D,25.2,74.2,903.0,22.0,122.1,Normal,Normal,Vendredi,Oui
1138,2025-02-04 06:00:00,B8,Entrepôt,B,22.0,54.2,1102.0,47.0,233.7,Boost,Normal,Mardi,Oui
1177,2025-02-14 00:00:00,B8,Entrepôt,A,21.1,53.9,795.0,78.0,188.2,Normal,Normal,Vendredi,Non
1403,2025-04-11 12:00:00,B7,Bureau,B,16.0,61.0,445.0,73.0,189.1,Boost,Normal,Vendredi,Non
1132,2025-02-02 18:00:00,B8,Entrepôt,B,24.8,52.7,394.0,48.0,167.5,Normal,Normal,Dimanche,Non
1347,2025-03-28 12:00:00,B2,École,A,20.4,67.5,552.0,52.0,150.5,Eco,Normal,Vendredi,Non
1366,2025-04-02 06:00:00,B6,Université,D,22.4,63.7,876.0,61.0,173.5,Normal,Normal,Mercredi,Oui
1133,2025-02-03 00:00:00,B4,Bureau,C,22.0,61.2,898.0,50.0,158.4,Normal,Normal,Lundi,Non
1372,2025-04-03 18:00:00,B8,Entrepôt,A,25.4,50.9,1070.0,53.0,154.6,Eco,Normal,Jeudi,Oui
1483,2025-05-01 12:00:00,B2,École,B,27.0,39.9,717.0,62.0,217.0,Normal,Normal,Jeudi,Non
1438,2025-04-20 06:00:00,B6,Université,A,22.2,73.8,1091.0,34.0,108.1,Normal,Alerte,Dimanche,Oui
1413,2025-04-14 00:00:00,B7,Bureau,D,25.5,63.9,712.0,29.0,141.5,Eco,Normal,Lundi,Non
1087,2025-01-22 12:00:00,B6,Université,A,24.8,54.2,902.0,0.0,103.9,Normal,Normal,Mercredi,Non
1076,2025-01-19 18:00:00,B6,Université,A,25.1,74.4,854.0,88.0,244.6,Normal,Normal,Dimanche,Non
1445,2025-04-22 00:00:00,B5,Centre commercial,B,24.0,53.7,407.0,7.0,69.8,Eco,Normal,Mardi,Non
1016,2025-01-04 18:00:00,B6,Université,B,26.9,145.0,670.0,28.0,175.9,Normal,Normal,Samedi,Non
1333,2025-03-25 00:00:00,B6,Université,C,24.9,39.2,936.0,101.0,231.7,Eco,Normal,Mardi,Non
1391,2025-04-08 12:00:00,B4,Bureau,B,24.0,63.7,995.0,58.0,200.8,Normal,Normal,Mardi,Oui
1020,2025-01-05 18:00:00,B7,Bureau,D,22.3,61.1,940.0,73.0,175.0,Eco,Normal,Dimanche,Oui
1326,2025-02-30 08:00:00,B6,Université,B,22.2,,346.0,52.0,171.9,Eco,Normal,,Non
1336,2025-03-25 18:00:00,B1,Bureau,B,28.6,50.3,1005.0,76.0,247.7,Eco,Normal,Mardi,Oui
1057,2025-01-15 00:00:00,B4,Bureau,A,24.8,65.4,877.0,93.0,234.5,Eco,Normal,Mercredi,Non
1439,2025-04-20 12:00:00,B2,École,C,23.5,59.2,807.0,48.0,142.0,,Alerte,Dimanche,Non
1411,2025-04-13 12:00:00,B2,École,B,21.8,64.2,448.0,34.0,124.6,Eco,Normal,Dimanche,Non
1335,2025-03-25 12:00:00,B8,Entrepôt,C,22.5,47.9,314.0,55.0,148.4,Eco,Normal,Mardi,Non
1182,2025-02-15 06:00:00,B3,Hôpital,A,25.5,78.6,820.0,2.0,128.4,Boost,Normal,Samedi,Non
1228,2025-02-26 18:00:00,B8,Entrepôt,A,24.0,48.4,793.0,89.0,236.2,Normal,Normal,Mercredi,Non
1429,2025-04-18 00:00:00,B7,Bureau,B,27.2,73.4,1106.0,73.0,215.1,Normal,Normal,Vendredi,Oui
1181,2025-02-15 00:00:00,B6,Université,A,96.0,86.5,874.0,115.0,241.5,Normal,Normal,Samedi,Non
1026,2025-01-07 06:00:00,B6,BUREAU,A,23.0,74.3,952.0,89.0,247.6,Normal,Normal,Mardi,Oui
1495,2025-05-04 12:00:00,B4,Bureau,D,25.5,62.4,861.0,90.0,278.8,Boost,Normal,Dimanche,Non
1239,2025-03-01 12:00:00,B4,Bureau,A,21.0,46.2,1091.0,18.0,91.2,Normal,Normal,Samedi,Oui
1245,2025-03-03 00:00:00,B3,Hôpital,B,25.4,50.4,798.0,57.0,168.0,Eco,Normal,Lundi,Non
1251,2025-03-04 12:00:00,B6,Université,A,26.5,,492.0,44.0,218.2,Boost,Normal,Mardi,Non
1430,2025-04-18 06:00:00,B1,Bureau,C,27.7,46.8,89.0,79.0,223.6,Eco,Alerte,Vendredi,Non
1118,2025-01-30 06:00:00,B1,Bureau,A,22.0,,479.0,64.0,145.0,Normal,Normal,Jeudi,Non
1043,2025-01-11 12:00:00,B2,École,A,24.8,56.9,308.0,50.0,161.9,Eco,Normal,Samedi,Non
1323,2025-03-22 12:00:00,B4,Bureau,C,23.0,23.7,830.0,77.0,212.6,Normal,Normal,Samedi,Non
1348,2025-03-28 18:00:00,B5,Centre commercial,D,22.8,60.2,920.0,44.0,144.1,Boost,Alerte,Vendredi,Non
1183,2025-02-15 12:00:00,B1,Bureau,B,22.3,52.1,888.0,27.0,99.1,Normal,Normal,Samedi,Oui
1156,2025-02-08 18:00:00,B1,Bureau,A,,160.0,941.0,37.0,149.8,Eco,Normal,Samedi,Oui
1281,2025-03-12 00:00:00,B3,Hôpital,A,24.3,47.0,528.0,60.0,179.3,Normal,Normal,Mercredi,Non
1127,2025-02-01 12:00:00,B8,Entrepôt,B,19.4,43.2,810.0,68.0,208.8,Boost,Normal,Samedi,Non
1330,2025-03-24 06:00:00,B1,Bureau,D,25.0,79.0,709.0,54.0,174.3,Eco,Normal,Lundi,Non
1032,2025-01-08 18:00:00,B1,Bureau,A,21.8,53.7,1135.0,28.0,121.4,Normal,Alerte,Mercredi,Oui
1114,2025-01-29 06:00:00,B4,Bureau,C,18.3,71.9,564.0,84.0,205.3,Normal,Normal,Mercredi,Non
1149,2025-02-07 00:00:00,B5,Centre commercial,C,23.0,55.0,888.0,25.0,100.7,Normal,Normal,Vendredi,Non
1432,2025-04-18 18:00:00,B1,Bureau,A,25.7,68.9,1066.0,29.0,144.8,Normal,Normal,Vendredi,Oui
1339,2025-03-26 12:00:00,B5,Centre commercial,B,18.0,59.7,609.0,0.0,40.1,Normal,Normal,Mercredi,Non
1058,2025-01-15 06:00:00,B5,Centre commercial,C,23.4,58.2,795.0,26.0,129.5,Normal,Normal,Mercredi,Non
1195,2025-02-18 12:00:00,B3,Hôpital,B,26.6,41.2,460.0,98.0,280.4,Normal,Normal,Mardi,Non
1025,2025-01-07 00:00:00,B6,Université,D,19.0,42.2,836.0,13.0,107.0,Normal,Normal,Mardi,Non
1018,2025-01-05 06:00:00,B8,Entrepôt,C,19.2,64.6,899.0,51.0,155.4,Normal,Normal,Dimanche,Oui
1299,2025-03-16 12:00:00,B4,Bureau,D,24.0,57.7,985.0,56.0,180.6,Normal,Normal,Dimanche,Oui
1067,2025-01-17 12:00:00,B3,Hôpital,C,24.9,58.3,680.0,74.0,200.3,Normal,Normal,Vendredi,Non
1212,2025-02-22 18:00:00,B1,Bureau,A,,,1390.0,45.0,145.6,Normal,Normal,Samedi,Oui
1406,2025-04-12 06:00:00,B6,Université,D,22.2,74.7,632.0,63.0,208.1,Normal,Normal,Samedi,Non
1095,2025-01-24 12:00:00,B8,Entrepôt,B,16.3,59.9,1106.0,55.0,168.6,Normal,Normal,Vendredi,Oui
1155,2025-02-08 12:00:00,B6,Université,A,19.2,77.6,467.0,43.0,156.4,Boost,Normal,Samedi,Non
1443,2025-04-21 12:00:00,B5,Centre commercial,A,23.3,64.9,1028.0,45.0,157.3,Eco,Normal,Lundi,Oui
1024,2025-01-06 18:00:00,B1,Bureau,D,25.5,61.5,852.0,61.0,217.8,Normal,Alerte,Lundi,Non
1226,2025-02-26 06:00:00,B1,Bureau,B,26.2,51.1,274.0,69.0,247.7,Boost,Normal,Mercredi,Non
1435,2025-04-19 12:00:00,B5,Centre commercial,A,23.0,54.4,558.0,0.0,51.7,Normal,Normal,Samedi,Non
1449,2025-04-23 00:00:00,B2,École,A,25.0,59.8,496.0,39.0,122.7,Eco,Normal,Mercredi,Non
1006,2025-01-02 06:00:00,B3,Hôpital,B,25.2,74.8,815.0,59.0,171.5,Normal,Panne,Jeudi,Non
1117,2025-01-30 00:00:00,B5,Centre commercial,D,28.1,64.2,1123.0,27.0,163.0,Normal,Normal,Jeudi,Oui
1046,2025-01-12 06:00:00,B2,École,B,21.0,59.4,894.0,33.0,-50.0,Normal,Normal,Dimanche,Non
1017,2025-01-05 00:00:00,B3,Hôpital,C,21.7,52.0,1138.0,56.0,126.0,Eco,Normal,Dimanche,Oui
1470,2025-04-28 06:00:00,B2,École,A,28.4,55.6,574.0,47.0,180.0,Normal,Normal,Lundi,Non
1361,2025-04-01 00:00:00,B3,Hôpital,D,34.2,60.9,828.0,41.0,270.3,Normal,Normal,Mardi,Non
1004,2025-01-01 18:00:00,B1,,B,26.1,51.2,863.0,11.0,94.6,Eco,Normal,Mercredi,Non
1407,2025-04-12 12:00:00,B5,Centre commercial,D,22.7,50.5,547.0,4.0,65.7,Normal,Normal,Samedi,Non
1186,2025-02-16 06:00:00,B8,Entrepôt,B,24.9,125.0,,18.0,123.5,Normal,Normal,Dimanche,Non
1061,2025-01-16 00:00:00,B5,Centre commercial,D,88.0,50.5,393.0,62.0,196.6,Normal,Alerte,Jeudi,Non
1111,2025-01-28 12:00:00,B7,Bureau,D,22.3,,897.0,67.0,229.3,Boost,Normal,Mardi,Non
1322,2025-03-22 06:00:00,B7,Bureau,B,20.0,71.8,820.0,45.0,101.9,Normal,Normal,Samedi,Non
1266,2025-03-08 06:00:00,B1,Bureau,D,23.0,75.2,671.0,43.0,157.9,Eco,Normal,Samedi,Non
1030,2025-01-08 06:00:00,B4,Bureau,D,25.1,44.7,870.0,49.0,221.6,Boost,Normal,Mercredi,Non
1263,2025-03-07 12:00:00,B1,Bureau,D,22.8,54.9,702.0,44.0,141.6,Eco,Normal,Vendredi,Non
1480,2025-04-30 18:00:00,B1,Bureau,D,,57.5,936.0,26.0,100.6,Eco,Normal,Mercredi,Oui
1027,2025-01-07 12:00:00,B8,Entrepôt,A,24.3,51.0,1035.0,61.0,194.4,Eco,Normal,Mardi,Oui
1008,2025-01-02 18:00:00,B5,Centre commercial,A,25.5,,563.0,69.0,236.0,,Normal,Jeudi,Non
1476,2025-04-29 18:00:00,B3,Hôpital,A,24.4,48.3,666.0,12.0,142.8,Normal,Normal,Mardi,Non
1109,2025-01-28 00:00:00,B5,Centre commercial,B,19.9,49.1,911.0,47.0,151.6,Normal,Normal,Mardi,Non
1038,2025-01-10 06:00:00,B6,Université,C,23.4,64.4,775.0,43.0,194.1,Boost,Normal,Vendredi,Non
1158,2025-02-09 06:00:00,B2,École,B,24.6,50.5,976.0,55.0,186.5,Eco,Normal,Dimanche,Oui
1474,2025-04-29 06:00:00,B5,Centre commercial,B,25.3,61.3,679.0,0.0,126.0,Normal,Panne,Mardi,Non
1119,2025-01-30 12:00:00,B3,Hôpital,D,22.0,43.8,745.0,38.0,131.9,Eco,Alerte,Jeudi,Non
1115,2025-01-29 12:00:00,B5,Centre commercial,A,25.6,70.6,807.0,51.0,196.3,Normal,Normal,Mercredi,Oui
1176,2025-02-13 18:00:00,B8,Entrepôt,D,23.9,52.6,556.0,21.0,115.3,normal,Normal,Jeudi,Non
1193,2025-02-18 00:00:00,B7,Bureau,A,25.2,61.4,646.0,60.0,224.8,Normal,Normal,Mardi,Non
1273,2025-03-10 00:00:00,B4,Bureau,B,26.0,77.9,573.0,72.0,209.7,Normal,Normal,Lundi,Non
1145,2025-02-06 00:00:00,B1,Bureau,D,29.2,46.3,527.0,47.0,187.0,Normal,Normal,Jeudi,Non
1374,2025-04-04 06:00:00,B3,Hôpital,B,26.1,54.0,485.0,84.0,279.9,Normal,Normal,Vendredi,Non
1385,2025-13-45 10:00:00,B7,Bureau,B,24.9,38.8,1029.0,17.0,124.8,Eco,Normal,,Non
1357,2025-03-31 00:00:00,B1,Bureau,B,29.6,62.3,1031.0,0.0,202.6,Boost,Normal,Lundi,Oui
1278,2025-03-11 06:00:00,B2,École,A,26.0,51.6,566.0,40.0,168.5,Normal,Normal,Mardi,Non
1221,2025-02-25 00:00:00,B8,Entrepôt,D,-25.0,48.5,711.0,34.0,115.0,Normal,Normal,Mardi,Non
1452,2025-04-23 18:00:00,B8,Entrepôt,B,23.7,21.5,541.0,52.0,183.1,Boost,Normal,Mercredi,Non
1142,2025-02-05 06:00:00,B3,Hôpital,D,28.4,55.8,1202.0,32.0,243.3,Boost,Normal,Mercredi,Oui
1370,2025-04-03 06:00:00,B1,Bureau,D,24.0,62.6,654.0,0.0,106.5,Normal,Normal,Jeudi,Non
1068,2025-01-17 18:00:00,B7,Bureau,C,30.5,86.3,732.0,116.0,336.2,Eco,Normal,Vendredi,Non
1362,2025-04-01 06:00:00,B7,Bureau,A,26.7,48.2,552.0,28.0,193.6,Boost,Normal,Mardi,Non
1169,2025-02-12 00:00:00,B8,Entrepôt,A,25.9,65.4,763.0,51.0,176.2,Eco,Normal,Mercredi,Non
1026,2025-01-07 06:00:00,B6,BUREAU,A,23.0,74.3,952.0,89.0,247.6,Normal,Normal,Mardi,Oui
1381,2025-04-06 00:00:00,B8,Entrepôt,A,19.7,43.5,770.0,73.0,205.1,Boost,Normal,Dimanche,Non
1419,2025-04-15 12:00:00,B1,Bureau,C,22.0,50.0,969.0,23.0,84.7,Eco,Normal,Mardi,Non
1194,2025-02-18 06:00:00,B2,École,D,23.5,62.0,753.0,36.0,154.1,Normal,Normal,Mardi,Non
1250,2025-03-04 06:00:00,B2,École,A,24.5,47.5,1040.0,19.0,144.2,Normal,Normal,Mardi,Oui
1110,2025-01-28 06:00:00,B2,École,D,22.6,71.7,929.0,65.0,198.4,Boost,Normal,Mardi,Oui
1422,2025-04-16 06:00:00,B2,École,B,19.9,64.8,855.0,36.0,162.7,Boost,Normal,Mercredi,Oui
1146,2025-02-06 06:00:00,B7,Bureu,C,32.2,53.8,621.0,103.0,-20.0,Normal,Normal,Jeudi,Non
1093,2025-01-24 00:00:00,B1,Bureau,A,23.2,50.0,289.0,0.0,117.2,Boost,Normal,Vendredi,Non
1153,2025-02-08 00:00:00,B5,Centre commercial,B,25.9,55.9,822.0,53.0,240.3,Boost,Normal,Samedi,Non
1223,2025-02-25 12:00:00,B5,Centre commercial,B,23.3,84.4,1066.0,60.0,157.3,Eco,Normal,Mardi,Oui
1305,2025-03-18 00:00:00,B1,Bureau,B,21.6,59.0,422.0,56.0,154.8,Eco,Normal,Mardi,Non
1084,2025-01-21 18:00:00,B2,École,A,24.6,56.1,439.0,40.0,206.3,Boost,Normal,Mardi,Non
1249,2025-03-04 00:00:00,B2,École,A,24.9,60.9,696.0,22.0,172.7,Boost,Normal,Mardi,Non
1166,2025-02-11 06:00:00,B2,École,C,23.4,68.6,1125.0,63.0,208.2,Normal,Normal,Mardi,Oui
1164,2025-02-10 18:00:00,B3,Hôpital,C,22.8,69.4,653.0,48.0,185.6,Boost,Normal,Lundi,Non
1200,2025-02-19 18:00:00,B1,Bureau,C,22.5,40.5,974.0,45.0,190.1,Normal,Normal,Mercredi,Oui
1232,2025-02-27 18:00:00,B4,Bureau,D,26.2,30.0,693.0,43.0,205.6,Normal,Normal,Jeudi,Non
1075,2025-01-19 12:00:00,B7,Bureau,C,23.8,55.2,726.0,9.0,136.5,Normal,Normal,Dimanche,Non
1312,2025-03-19 18:00:00,B3,Hôpital,C,27.4,49.1,784.0,26.0,180.7,Normal,Normal,Mercredi,Non
1457,2025-04-25 00:00:00,B1,Bureau,C,25.6,40.3,525.0,21.0,104.3,Normal,Normal,Vendredi,Non
1254,2025-03-05 06:00:00,B1,Bureau,C,16.8,75.6,847.0,37.0,171.2,Boost,Normal,Mercredi,Oui
1120,2025-01-30 18:00:00,B1,Bureau,B,25.7,65.4,1146.0,32.0,150.9,Eco,Normal,Jeudi,Oui
1285,2025-03-13 00:00:00,B1,Bureau,D,29.5,75.4,712.0,55.0,230.9,Boost,Normal,Jeudi,Non
1303,2025-03-17 12:00:00,B5,Centre commercial,B,20.5,81.0,892.0,69.0,166.7,Normal,Normal,Lundi,Non
1485,2025-05-02 00:00:00,B5,Centre commercial,D,23.1,58.3,763.0,33.0,128.2,Normal,Normal,Vendredi,Non
1358,2025-03-31 06:00:00,B1,Bureau,A,23.7,50.7,461.0,40.0,129.8,Eco,Normal,Lundi,Non
1405,2025-04-12 00:00:00,B8,Entrepôt,B,21.3,48.9,1066.0,0.0,59.4,Normal,Alerte,Samedi,Oui
